det(mulher-2, Essa-1)
det(agrupamento-8, um-7)
nsubj(olhar-10, agrupamento-8)
aux(olhar-10, fui-9)
root(ROOT-0, olhar-10)
p(olhar-10, :-11)
parataxis(olhar-10, era-12)
det(homem-14, um-13)
attr(era-12, homem-14)
partmod(homem-14, vendendo-15)
det(micos-17, vários-16)
dobj(vendendo-15, micos-17)
nsubj(vestidos-19, todos-18)
rcmod(micos-17, vestidos-19)
adpmod(vestidos-19, de-20)
adpobj(de-20, gente-21)
cc(vestidos-19, e-22)
advmod(engraçados-24, muito-23)
conj(vestidos-19, engraçados-24)
p(olhar-10, .-25)

root(ROOT-0, Pensei-1)
mark(iam-6, que-2)
nsubj(iam-6, todas-3)
adpmod(todas-3, de-4)
adpobj(de-4, casa-5)
ccomp(Pensei-1, iam-6)
aux(adorando-8, ficar-7)
xcomp(iam-6, adorando-8)
det(presente-10, o-9)
nsubj(fosse-14, presente-10)
adpmod(presente-10, de-11)
adpobj(de-11, Natal-12)
prt(fosse-14, se-13)
ccomp(adorando-8, fosse-14)
det(miquinho-16, um-15)
attr(fosse-14, miquinho-16)
p(Pensei-1, .-17)

root(ROOT-0, Escolhi-1)
det(miquinha-3, uma-2)
dobj(Escolhi-1, miquinha-3)
amod(miquinha-3, suave-4)
cc(suave-4, e-5)
conj(suave-4, linda-6)
nsubj(era-8, que-7)
rcmod(miquinha-3, era-8)
advmod(pequena-10, muito-9)
acomp(era-8, pequena-10)
p(Escolhi-1, .-11)

aux(vestida-2, Estava-1)
root(ROOT-0, vestida-2)
adpmod(vestida-2, com-3)
adpcomp(com-3, saia-4)
amod(brincos-8, vermelha-5)
cc(vermelha-5, e-6)
conj(vermelha-5, usava-7)
dobj(saia-4, brincos-8)
cc(brincos-8, e-9)
conj(brincos-8, colares-10)
amod(colares-10, baianos-11)
p(vestida-2, .-12)

root(ROOT-0, Era-1)
advmod(delicada-3, muito-2)
acomp(Era-1, delicada-3)
adpmod(Era-1, conosco-4)
cc(conosco-4, e-5)
conj(conosco-4, dormia-6)
det(tempo-8, o-7)
dobj(dormia-6, tempo-8)
amod(tempo-8, todo-9)
p(Era-1, .-10)

auxpass(batizada-2, Foi-1)
root(ROOT-0, batizada-2)
adpmod(batizada-2, com-3)
det(nome-5, o-4)
adpobj(com-3, nome-5)
adpmod(nome-5, de-6)
adpobj(de-6, Lisete-7)
p(batizada-2, .-8)

root(ROOT-0, Lisete-1)
adpmod(Lisete-1, às-2)
adpobj(às-2, vezes-3)
acomp(Lisete-1, parecia-4)
partmod(Lisete-1, sorrir-5)
partmod(sorrir-5, pedindo-6)
dobj(pedindo-6, desculpas-7)
mark(dormir-9, por-8)
advcl(pedindo-6, dormir-9)
advmod(dormir-9, tanto-10)
p(Lisete-1, .-11)

nsubj(comia-4, Comer-1)
advmod(comia-4, quase-2)
neg(comia-4, não-3)
root(ROOT-0, comia-4)
cc(comia-4, e-5)
conj(comia-4, ficava-6)
dobj(ficava-6, parada-7)
adpmod(ficava-6, num-8)
adpobj(num-8, cantinho-9)
advmod(cantinho-9, só-10)
adpmod(só-10, dela-11)
p(comia-4, .-12)

adpmod(desconfiar-6, No-1)
amod(dia-3, quinto-2)
adpobj(No-1, dia-3)
aux(desconfiar-6, comecei-4)
adp(desconfiar-6, a-5)
root(ROOT-0, desconfiar-6)
mark(estava-10, que-7)
nsubj(estava-10, Lisete-8)
neg(estava-10, não-9)
ccomp(desconfiar-6, estava-10)
advmod(de-12, bem-11)
adpmod(estava-10, de-12)
adpobj(de-12, saúde-13)
p(desconfiar-6, .-14)

nsubj(era-3, Pois-1)
neg(era-3, não-2)
root(ROOT-0, era-3)
acomp(era-3, normal-4)
det(jeito-6, o-5)
dobj(era-3, jeito-6)
amod(jeito-6, quieto-7)
cc(jeito-6, e-8)
conj(jeito-6, calado-9)
adpmod(calado-9, dela-10)
p(era-3, .-11)

adpmod(dei-5, No-1)
amod(dia-3, sexto-2)
adpobj(No-1, dia-3)
advmod(dei-5, quase-4)
root(ROOT-0, dei-5)
det(grito-7, um-6)
dobj(dei-5, grito-7)
mark(adivinhei-9, quando-8)
advcl(dei-5, adivinhei-9)
p(dei-5, :-10)
nsubj(morrendo-13, Lisete-11)
aux(morrendo-13, está-12)
parataxis(dei-5, morrendo-13)
p(dei-5, !-14)

aux(leva-la-2, Vamos-1)
root(ROOT-0, leva-la-2)
adpmod(leva-la-2, a-3)
det(veterinário-5, um-4)
adpobj(a-3, veterinário-5)
p(leva-la-2, !-6)

nsubj(é-2, Veterinário-1)
root(ROOT-0, é-2)
det(médico-4, o-3)
attr(é-2, médico-4)
nsubj(cuida-7, que-5)
advmod(cuida-7, só-6)
rcmod(médico-4, cuida-7)
adpmod(cuida-7, de-8)
adpobj(de-8, bichos-9)
p(é-2, .-10)

root(ROOT-0, Ficamos-1)
advmod(assustados-3, muito-2)
acomp(Ficamos-1, assustados-3)
mark(amávamos-6, porque-4)
advmod(amávamos-6, já-5)
advcl(Ficamos-1, amávamos-6)
dobj(amávamos-6, Lisete-7)
cc(Lisete-7, e-8)
poss(carinha-10, sua-9)
conj(Lisete-7, carinha-10)
adpmod(carinha-10, de-11)
adpobj(de-11, mulher-12)
p(Ficamos-1, .-13)

root(ROOT-0, Ah-1)
poss(Deus-3, meu-2)
nsubj(Ah-1, Deus-3)
adpmod(Deus-3, como-4)
nsubj(gostávamos-6, nós-5)
adpcomp(como-4, gostávamos-6)
adpmod(gostávamos-6, de-7)
adpobj(de-7, Lisete-8)
p(Ah-1, !-9)

compmod(Lisete-2, Enrolei-1)
root(ROOT-0, Lisete-2)
adpmod(Lisete-2, num-3)
adpobj(num-3, guardanapo-4)
cc(Lisete-2, e-5)
conj(Lisete-2, fomos-6)
adpmod(fomos-6, de-7)
adpobj(de-7, táxi-8)
partmod(fomos-6, correndo-9)
adpmod(correndo-9, para-10)
det(hospital-12, um-11)
adpobj(para-10, hospital-12)
adpmod(hospital-12, de-13)
adpobj(de-13, bichos-14)
p(Lisete-2, .-15)

advmod(deram-lhe-2, Lá-1)
root(ROOT-0, deram-lhe-2)
advmod(deram-lhe-2, imediatamente-3)
det(injeção-5, uma-4)
nsubj(morrer-9, injeção-5)
adpmod(injeção-5, para-6)
adpobj(para-6, ela-7)
neg(morrer-9, não-8)
xcomp(deram-lhe-2, morrer-9)
advmod(morrer-9, logo-10)
p(deram-lhe-2, .-11)

det(injeção-2, A-1)
nsubj(foi-3, injeção-2)
root(ROOT-0, foi-3)
advmod(boa-5, tão-4)
acomp(foi-3, boa-5)
nsubj(parecia-8, que-6)
advmod(parecia-8, até-7)
csubj(foi-3, parecia-8)
mark(curada-12, que-9)
nsubj(curada-12, ela-10)
aux(curada-12, estava-11)
ccomp(parecia-8, curada-12)
adpmod(curada-12, para-13)
adpcomp(para-13, sempre-14)
mark(ficou-18, porque-15)
adpmod(ficou-18, de-16)
adpobj(de-16, repente-17)
advcl(curada-12, ficou-18)
advmod(alegre-20, tão-19)
acomp(ficou-18, alegre-20)
nsubj(pulava-22, que-21)
csubj(ficou-18, pulava-22)
adpmod(pulava-22, de-23)
det(canto-25, um-24)
adpobj(de-23, canto-25)
adpmod(pulava-22, para-26)
adpobj(para-26, outro-27)
partmod(pulava-22, dava-28)
dobj(dava-28, guinchos-29)
adpmod(guinchos-29, de-30)
adpobj(de-30, felicidade-31)
partmod(dava-28, fazia-32)
dobj(fazia-32, caretinhas-33)
adpmod(caretinhas-33, de-34)
adpobj(de-34, macaco-35)
advmod(estava-37, mesmo-36)
partmod(fazia-32, estava-37)
acomp(estava-37, doida-38)
mark(agradar-40, para-39)
advcl(estava-37, agradar-40)
det(gente-42, a-41)
dobj(agradar-40, gente-42)
p(foi-3, .-43)

root(ROOT-0, Descobrimos-1)
advmod(Descobrimos-1, então-2)
mark(amava-6, que-3)
nsubj(amava-6, ela-4)
dobj(amava-6, nos-5)
ccomp(Descobrimos-1, amava-6)
advmod(amava-6, muito-7)
cc(amava-6, e-8)
mark(demonstrara-11, que-9)
neg(demonstrara-11, não-10)
conj(amava-6, demonstrara-11)
advmod(demonstrara-11, antes-12)
mark(estava-14, porque-13)
advcl(demonstrara-11, estava-14)
advmod(doente-16, tão-15)
acomp(estava-14, doente-16)
nsubj(tinha-19, que-17)
neg(tinha-19, não-18)
csubj(estava-14, tinha-19)
dobj(tinha-19, força-20)
p(Descobrimos-1, .-21)

cc(parou-11, Mas-1)
mark(passou-3, quando-2)
advcl(parou-11, passou-3)
det(efeito-5, o-4)
nsubj(parou-11, efeito-5)
adpmod(efeito-5, da-6)
adpobj(da-6, injeção-7)
nsubj(parou-11, ela-8)
adpmod(ela-8, de-9)
adpobj(de-9, repente-10)
root(ROOT-0, parou-11)
adpmod(parou-11, de-12)
adpcomp(de-12, novo-13)
cc(parou-11, e-14)
conj(parou-11, ficou-15)
det(quieta-17, toda-16)
dobj(ficou-15, quieta-17)
cc(quieta-17, e-18)
conj(quieta-17, triste-19)
adpmod(ficou-15, na-20)
poss(mão-22, minha-21)
adpobj(na-20, mão-22)
p(parou-11, .-23)

det(médico-2, O-1)
nsubj(disse-4, médico-2)
advmod(disse-4, então-3)
root(ROOT-0, disse-4)
det(coisa-6, uma-5)
dobj(disse-4, coisa-6)
amod(coisa-6, horrível-7)
p(morrer-12, :-8)
dobj(morrer-12, que-9)
nsubj(morrer-12, Lisete-10)
aux(morrer-12, ia-11)
rcmod(coisa-6, morrer-12)
p(disse-4, .-13)

nsubj(compreendemos-2, Aí-1)
root(ROOT-0, compreendemos-2)
mark(estava-6, que-3)
nsubj(estava-6, Lisete-4)
advmod(estava-6, já-5)
ccomp(compreendemos-2, estava-6)
advmod(doente-8, muito-7)
acomp(estava-6, doente-8)
mark(comprei-12, quando-9)
nsubj(comprei-12, eu-10)
dobj(comprei-12, a-11)
advcl(estava-6, comprei-12)
p(compreendemos-2, .-13)

det(médico-2, O-1)
nsubj(disse-3, médico-2)
root(ROOT-0, disse-3)
mark(compram-7, que-4)
neg(compram-7, não-5)
prt(compram-7, se-6)
ccomp(disse-3, compram-7)
acomp(compram-7, macacos-8)
adpmod(macacos-8, na-9)
adpobj(na-9, rua-10)
mark(estão-14, porque-11)
adpmod(estão-14, às-12)
adpobj(às-12, vezes-13)
advcl(compram-7, estão-14)
advmod(doentes-16, muito-15)
acomp(estão-14, doentes-16)
p(disse-3, .-17)

nsubj(perguntamos-2, Nós-1)
root(ROOT-0, perguntamos-2)
advmod(nervosos-4, muito-3)
acomp(perguntamos-2, nervosos-4)
p(nervosos-4, :-5)
p(nervosos-4, --6)
cc(nervosos-4, E-7)
advmod(nervosos-4, agora-8)
p(perguntamos-2, ?-9)

mark(é-2, Que-1)
root(ROOT-0, é-2)
mark(fazer-7, que-3)
det(senhor-5, o-4)
nsubj(fazer-7, senhor-5)
aux(fazer-7, vai-6)
csubj(é-2, fazer-7)
p(é-2, ?-8)

nsubj(respondeu-2, Ele-1)
root(ROOT-0, respondeu-2)
advmod(respondeu-2, assim-3)
p(respondeu-2, :-4)
p(tentar-7, --5)
aux(tentar-7, Vou-6)
parataxis(respondeu-2, tentar-7)
xcomp(tentar-7, salvar-8)
det(vida-10, a-9)
dobj(salvar-8, vida-10)
adpmod(vida-10, de-11)
adpobj(de-11, Lisete-12)
cc(tentar-7, mas-13)
nsubj(passar-17, ela-14)
aux(passar-17, tem-15)
adp(passar-17, que-16)
conj(tentar-7, passar-17)
det(noite-19, a-18)
dobj(passar-17, noite-19)
adpmod(passar-17, no-20)
adpobj(no-20, hospital-21)
p(respondeu-2, .-22)

root(ROOT-0, Voltamos-1)
adpmod(Voltamos-1, para-2)
adpobj(para-2, casa-3)
adpmod(Voltamos-1, com-4)
det(guardanapo-6, o-5)
adpobj(com-4, guardanapo-6)
amod(guardanapo-6, vazio-7)
cc(Voltamos-1, e-8)
det(coração-10, o-9)
conj(Voltamos-1, coração-10)
amod(coração-10, vazio-11)
advmod(coração-10, também-12)
p(Voltamos-1, .-13)

mwe(de-2, Antes-1)
mark(dormir-3, de-2)
root(ROOT-0, dormir-3)
nsubj(pedi-5, eu-4)
xcomp(dormir-3, pedi-5)
adp(Deus-7, a-6)
iobj(pedi-5, Deus-7)
mark(salvar-9, para-8)
advcl(pedi-5, salvar-9)
dobj(salvar-9, Lisete-10)
p(dormir-3, .-11)

adpmod(telefonou-6, No-1)
adpobj(No-1, dia-2)
amod(dia-2, seguinte-3)
det(veterinário-5, o-4)
nsubj(telefonou-6, veterinário-5)
root(ROOT-0, telefonou-6)
partmod(telefonou-6, avisando-7)
mark(morrido-11, que-8)
nsubj(morrido-11, Lisete-9)
aux(morrido-11, tinha-10)
ccomp(avisando-7, morrido-11)
adpmod(morrido-11, durante-12)
det(noite-14, a-13)
adpobj(durante-12, noite-14)
p(telefonou-6, .-15)

root(ROOT-0, Compreendi-1)
advmod(Compreendi-1, então-2)
mark(queria-5, que-3)
nsubj(queria-5, Deus-4)
ccomp(Compreendi-1, queria-5)
xcomp(queria-5, leva-la-6)
p(Compreendi-1, .-7)

root(ROOT-0, Fiquei-1)
adpmod(Fiquei-1, com-2)
det(olhos-4, os-3)
adpobj(com-2, olhos-4)
amod(olhos-4, cheios-5)
adpmod(olhos-4, de-6)
adpobj(de-6, lágrimas-7)
cc(Fiquei-1, e-8)
neg(tinha-10, não-9)
conj(Fiquei-1, tinha-10)
dobj(tinha-10, coragem-11)
adpmod(coragem-11, de-12)
adpcomp(de-12, dar-13)
det(notícia-15, esta-14)
dobj(dar-13, notícia-15)
adpmod(dar-13, ao-16)
adpobj(ao-16, pessoal-17)
adpmod(pessoal-17, de-18)
adpobj(de-18, casa-19)
p(Fiquei-1, .-20)

advmod(avisei-2, Afinal-1)
root(ROOT-0, avisei-2)
cc(avisei-2, e-3)
nsubj(ficaram-5, todos-4)
conj(avisei-2, ficaram-5)
advmod(muito-7, muito-6)
advmod(tristes-8, muito-7)
acomp(ficaram-5, tristes-8)
p(avisei-2, .-9)

adpmod(perguntou-8, De-1)
amod(saudade-3, pura-2)
adpobj(De-1, saudade-3)
nsubj(perguntou-8, um-4)
adpmod(um-4, de-5)
poss(filhos-7, meus-6)
adpobj(de-5, filhos-7)
root(ROOT-0, perguntou-8)
p(perguntou-8, :-9)
p(acha-12, --10)
nsubj(acha-12, Você-11)
parataxis(perguntou-8, acha-12)
mark(morreu-15, que-13)
nsubj(morreu-15, ela-14)
ccomp(acha-12, morreu-15)
adpmod(morreu-15, de-16)
adpobj(de-16, brincos-17)
cc(brincos-17, e-18)
conj(brincos-17, colar-19)
p(perguntou-8, ?-20)

nsubj(disse-2, Eu-1)
root(ROOT-0, disse-2)
mark(tinha-4, que-3)
ccomp(disse-2, tinha-4)
dobj(tinha-4, certeza-5)
nsubj(sim-7, que-6)
rcmod(certeza-5, sim-7)
cc(sim-7, e-8)
mark(continuaria-13, que-9)
advmod(morta-11, mesmo-10)
amod(ela-12, morta-11)
nsubj(continuaria-13, ela-12)
conj(sim-7, continuaria-13)
acomp(continuaria-13, linda-14)
p(disse-2, .-15)

advmod(de-2, Também-1)
adpmod(olhou-8, de-2)
amod(saudade-4, pura-3)
adpobj(de-2, saudade-4)
det(filho-7, o-5)
det(filho-7, outro-6)
nsubj(olhou-8, filho-7)
root(ROOT-0, olhou-8)
adpmod(olhou-8, para-9)
adpobj(para-9, mim-10)
cc(olhou-8, e-11)
conj(olhou-8, disse-12)
adpmod(disse-12, com-13)
det(carinho-15, muito-14)
adpobj(com-13, carinho-15)
p(olhou-8, :-16)
p(sabe-19, --17)
nsubj(sabe-19, Você-18)
parataxis(olhou-8, sabe-19)
dobj(sabe-19, mamãe-20)
nsubj(parece-24, que-21)
nsubj(parece-24, você-22)
prt(parece-24, se-23)
rcmod(mamãe-20, parece-24)
advmod(parece-24, muito-25)
adpmod(parece-24, com-26)
adpobj(com-26, Lisete-27)
p(olhou-8, ?-28)

mark(pensam-3, Se-1)
nsubj(pensam-3, vocês-2)
root(ROOT-0, pensam-3)
mark(ofendi-7, que-4)
nsubj(ofendi-7, eu-5)
dobj(ofendi-7, me-6)
ccomp(pensam-3, ofendi-7)
mark(pareci-9, porque-8)
advcl(estão-12, pareci-9)
adpmod(pareci-9, com-10)
adpobj(com-10, Lisete-11)
conj(ofendi-7, estão-12)
acomp(estão-12, enganados-13)
p(pensam-3, .-14)

advmod(parece-6, Primeiro-1)
mark(parece-6, porque-2)
det(gente-4, a-3)
nsubj(parece-6, gente-4)
prt(parece-6, se-5)
advcl(era-14, parece-6)
advmod(parece-6, mesmo-7)
adpmod(parece-6, com-8)
det(macaquinho-10, um-9)
adpobj(com-8, macaquinho-10)
amod(macaquinho-10, segundo-11)
cc(segundo-11, porque-12)
conj(segundo-11, Lisete-13)
root(ROOT-0, era-14)
attr(era-14, cheia-15)
adpmod(cheia-15, de-16)
adpobj(de-16, graça-17)
cc(cheia-15, e-18)
advmod(bonita-20, muito-19)
conj(cheia-15, bonita-20)
p(era-14, .-21)

p(Obrigada-2, --1)
adpmod(foi-6, Obrigada-2)
poss(filho-4, meu-3)
adpobj(Obrigada-2, filho-4)
p(Obrigada-2, ---5)
root(ROOT-0, foi-6)
attr(foi-6, isso-7)
dobj(disse-10, que-8)
nsubj(disse-10, eu-9)
rcmod(isso-7, disse-10)
adp(ele-12, a-11)
iobj(disse-10, ele-12)
cc(foi-6, e-13)
conj(foi-6, dei-lhe-14)
det(beijo-16, um-15)
dobj(dei-lhe-14, beijo-16)
adpmod(beijo-16, no-17)
adpobj(no-17, rosto-18)
p(foi-6, .-19)

p(dia-3, --1)
det(dia-3, Um-2)
root(ROOT-0, dia-3)
adpmod(dia-3, desses-4)
aux(comprar-6, vou-5)
adpcomp(desses-4, comprar-6)
det(miquinho-8, um-7)
dobj(comprar-6, miquinho-8)
adpmod(miquinho-8, com-9)
adpobj(com-9, saúde-10)
p(dia-3, .-11)

cc(esquecer-2, Mas-1)
root(ROOT-0, esquecer-2)
dobj(esquecer-2, Lisete-3)
p(esquecer-2, ?-4)

root(ROOT-0, Nunca-1)
p(Nunca-1, .-2)

nsubj(descansem-3, Bem-1)
advmod(descansem-3, agora-2)
root(ROOT-0, descansem-3)
det(pouco-5, um-4)
dobj(descansem-3, pouco-5)
mark(contar-8, porque-6)
aux(contar-8, vou-7)
advcl(descansem-3, contar-8)
det(história-10, uma-9)
dobj(contar-8, história-10)
advmod(horrível-12, tão-11)
amod(história-10, horrível-12)
nsubj(parece-15, que-13)
advmod(parece-15, até-14)
rcmod(história-10, parece-15)
dobj(parece-15, filme-16)
adpmod(filme-16, de-17)
adpobj(de-17, mocinho-18)
cc(mocinho-18, e-19)
conj(mocinho-18, bandido-20)
p(descansem-3, .-21)

root(ROOT-0, É-1)
det(história-3, uma-2)
attr(É-1, história-3)
adpmod(história-3, de-4)
adpobj(de-4, amor-5)
cc(É-1, e-6)
conj(É-1, ódio-7)
partmod(ódio-7, misturados-8)
adpmod(misturados-8, num-9)
amod(coração-11, só-10)
adpobj(num-9, coração-11)
p(É-1, .-12)

advmod(descansaram-2, Já-1)
root(ROOT-0, descansaram-2)
p(descansaram-2, ?-3)

nsubj(prestem-3, Bem-1)
advmod(prestem-3, então-2)
root(ROOT-0, prestem-3)
advmod(prestem-3, bastante-4)
dobj(prestem-3, atenção-5)
mark(é-11, porque-6)
det(história-8, essa-7)
nsubj(é-11, história-8)
adpmod(história-8, de-9)
adpobj(de-9, cachorro-10)
advcl(atenção-5, é-11)
acomp(é-11, terrível-12)
advmod(é-11, mesmo-13)
p(prestem-3, .-14)

neg(pensem-2, Não-1)
root(ROOT-0, pensem-2)
mark(inventando-5, que-3)
aux(inventando-5, estou-4)
ccomp(pensem-2, inventando-5)
det(histórias-8, as-6)
poss(histórias-8, minhas-7)
dobj(inventando-5, histórias-8)
p(pensem-2, .-9)

root(ROOT-0, Dou-1)
poss(palavra-3, minha-2)
dobj(Dou-1, palavra-3)
adpmod(palavra-3, de-4)
adpobj(de-4, honra-5)
dobj(são-10, que-6)
poss(histórias-8, minhas-7)
nsubj(são-10, histórias-8)
neg(são-10, não-9)
rcmod(palavra-3, são-10)
adpmod(são-10, de-11)
adpobj(de-11, mentira-12)
p(Dou-1, :-13)
parataxis(Dou-1, aconteceram-14)
advmod(aconteceram-14, mesmo-15)
p(Dou-1, .-16)

nsubj(preparem-se-2, Bem-1)
root(ROOT-0, preparem-se-2)
mark(começar-6, que-3)
nsubj(começar-6, eu-4)
aux(começar-6, vou-5)
ccomp(preparem-se-2, começar-6)
p(preparem-se-2, .-7)

det(amigo-2, Um-1)
nsubj(tinha-6, amigo-2)
poss(chamado-4, meu-3)
appos(amigo-2, chamado-4)
appos(chamado-4, Roberto-5)
root(ROOT-0, tinha-6)
det(cachorro-8, um-7)
dobj(tinha-6, cachorro-8)
nsubj(chamava-11, que-9)
prt(chamava-11, se-10)
rcmod(cachorro-8, chamava-11)
p(cachorro-8, :-12)
compmod(Barberini-14, Bruno-13)
appos(cachorro-8, Barberini-14)
adpmod(Barberini-14, de-15)
adpobj(de-15, Monteverdi-16)
p(tinha-6, .-17)

root(ROOT-0, É-1)
det(nome-3, um-2)
attr(É-1, nome-3)
amod(nome-3, comprido-4)
adpmod(nome-3, para-5)
det(cão-7, um-6)
adpobj(para-5, cão-7)
cc(É-1, mas-8)
conj(É-1, era-9)
advmod(era-9, assim-10)
mark(chamava-14, que-11)
nsubj(chamava-14, ele-12)
dobj(chamava-14, se-13)
csubj(era-9, chamava-14)
p(É-1, .-15)

mark(queria-4, Quando-1)
det(gente-3, a-2)
nsubj(queria-4, gente-3)
root(ROOT-0, queria-4)
csubj(chamava-9, falar-5)
adpmod(falar-5, com-6)
adpobj(com-6, ele-7)
advmod(chamava-9, só-8)
xcomp(queria-4, chamava-9)
dobj(chamava-9, Bruno-10)
cc(queria-4, porque-11)
conj(queria-4, senão-12)
poss(nome-14, seu-13)
nsubj(ficava-15, nome-14)
xcomp(senão-12, ficava-15)
acomp(ficava-15, enorme-16)
p(queria-4, .-17)

nsubj(tinha-2, Bruno-1)
root(ROOT-0, tinha-2)
det(amigo-4, um-3)
dobj(tinha-2, amigo-4)
appos(amigo-4, cachorro-5)
mwe(que-7, também-6)
mark(vigiava-8, que-7)
advcl(tinha-2, vigiava-8)
det(casa-10, a-9)
dobj(vigiava-8, casa-10)
adpmod(casa-10, de-11)
det(vizinho-13, um-12)
adpobj(de-11, vizinho-13)
p(tinha-2, .-14)

det(amigo-cachorro-2, Esse-1)
root(ROOT-0, amigo-cachorro-2)
adpmod(amigo-cachorro-2, de-3)
compmod(Max-6, Bruno-4)
compmod(Max-6, chamava-se-5)
adpobj(de-3, Max-6)
p(amigo-cachorro-2, .-7)

nsubj(eram-2, Eles-1)
root(ROOT-0, eram-2)
advmod(amigos-4, tão-3)
attr(eram-2, amigos-4)
nsubj(chamava-7, que-5)
nsubj(chamava-7, um-6)
rcmod(amigos-4, chamava-7)
det(outro-9, o-8)
dobj(chamava-7, outro-9)
partmod(chamava-7, convidando-10)
mark(almoçar-12, para-11)
advcl(convidando-10, almoçar-12)
cc(almoçar-12, e-13)
conj(almoçar-12, botavam-14)
det(focinhos-17, os-15)
num(focinhos-17, dois-16)
dobj(botavam-14, focinhos-17)
adpmod(botavam-14, no-18)
amod(prato-20, mesmo-19)
adpobj(no-18, prato-20)
adpmod(prato-20, de-21)
adpobj(de-21, comida-22)
p(eram-2, .-23)

root(ROOT-0, É-1)
acomp(É-1, claro-2)
mark(falavam-7, que-3)
nsubj(falavam-7, Bruno-4)
cc(Bruno-4, nem-5)
conj(Bruno-4, Max-6)
csubj(É-1, falavam-7)
advmod(latiam-9, só-8)
partmod(falavam-7, latiam-9)
p(É-1, .-10)

cc(transmitidos-12, E-1)
det(convites-3, os-2)
nsubjpass(transmitidos-12, convites-3)
adpmod(convites-3, para-4)
det(almoçar-6, um-5)
adpobj(para-4, almoçar-6)
adpmod(almoçar-6, na-7)
adpobj(na-7, casa-8)
adpmod(casa-8, do-9)
adpobj(do-9, outro-10)
auxpass(transmitidos-12, eram-11)
root(ROOT-0, transmitidos-12)
advmod(transmitidos-12, assim-13)
p(transmitidos-12, :-14)
parataxis(transmitidos-12, latindo-15)
det(pouquinho-17, um-16)
nsubj(abanando-18, pouquinho-17)
xcomp(latindo-15, abanando-18)
det(rabo-20, o-19)
dobj(abanando-18, rabo-20)
partmod(rabo-20, ficando-21)
acomp(ficando-21, parado-22)
det(andando-30, um-23)
advmod(andando-30, diante-24)
adpmod(diante-24, do-25)
adpobj(do-25, outro-26)
cc(do-25, e-27)
conj(do-25, de-28)
adpobj(de-28, repente-29)
ccomp(ficando-21, andando-30)
p(transmitidos-12, .-31)

advmod(entendia-4, Então-1)
det(cachorro-3, o-2)
nsubj(entendia-4, cachorro-3)
root(ROOT-0, entendia-4)
mark(era-6, que-5)
ccomp(entendia-4, era-6)
mark(seguir-8, para-7)
advcl(era-6, seguir-8)
det(outro-10, o-9)
dobj(seguir-8, outro-10)
cc(era-6, e-11)
conj(era-6, almoçarem-12)
acomp(almoçarem-12, juntos-13)
p(entendia-4, .-14)

aux(dizer-3, Esqueci-1)
adp(dizer-3, de-2)
root(ROOT-0, dizer-3)
mark(tinha-8, que-4)
compmod(Monteverdi-7, Bruno-5)
compmod(Monteverdi-7, Barberini-6)
nsubj(tinha-8, Monteverdi-7)
ccomp(dizer-3, tinha-8)
dobj(tinha-8, paixão-9)
adpmod(tinha-8, pelo-10)
adpobj(pelo-10, dono-11)
appos(dono-11, Roberto-12)
p(dizer-3, .-13)

cc(era-2, E-1)
root(ROOT-0, era-2)
advmod(fiel-4, muito-3)
acomp(era-2, fiel-4)
p(era-2, .-5)

nsubj(deixava-3, Bruno-1)
neg(deixava-3, não-2)
root(ROOT-0, deixava-3)
dobj(deixava-3, ninguém-4)
dobj(aproximar-6, se-5)
ccomp(deixava-3, aproximar-6)
advmod(aproximar-6, demais-7)
adpmod(aproximar-6, do-8)
adpobj(do-8, dono-9)
partmod(dono-9, pensando-10)
mark(ataca-lo-13, que-11)
aux(ataca-lo-13, iam-12)
ccomp(pensando-10, ataca-lo-13)
p(deixava-3, .-14)

det(noites-3, Todas-1)
det(noites-3, as-2)
nsubj(esperava-4, noites-3)
root(ROOT-0, esperava-4)
xcomp(esperava-4, acordado-5)
adpmod(acordado-5, que-6)
det(dono-8, o-7)
nsubj(voltasse-9, dono-8)
adpcomp(que-6, voltasse-9)
cc(voltasse-9, e-10)
advmod(dormir-13, só-11)
aux(dormir-13, ia-12)
conj(voltasse-9, dormir-13)
adpmod(dormir-13, quando-14)
det(chegava-16, esse-15)
adpobj(quando-14, chegava-16)
p(esperava-4, .-17)

dobj(contando-4, Isso-1)
nsubj(contando-4, eu-2)
aux(contando-4, estou-3)
root(ROOT-0, contando-4)
mark(entenderem-7, para-5)
nsubj(entenderem-7, vocês-6)
advcl(contando-4, entenderem-7)
det(tragédia-9, a-8)
dobj(entenderem-7, tragédia-9)
nsubj(aconteceu-11, que-10)
rcmod(tragédia-9, aconteceu-11)
p(contando-4, .-12)

det(dia-2, Um-1)
nsubj(almoçando-5, dia-2)
appos(dia-2, Max-3)
aux(almoçando-5, estava-4)
root(ROOT-0, almoçando-5)
adpmod(almoçando-5, na-6)
adpobj(na-6, casa-7)
adpmod(casa-7, de-8)
adpobj(de-8, Bruno-9)
mark(entrou-13, quando-10)
det(dono-12, o-11)
nsubj(entrou-13, dono-12)
advcl(almoçando-5, entrou-13)
adpmod(entrou-13, na-14)
adpobj(na-14, cozinha-15)
p(almoçando-5, .-16)

neg(sabe-3, Não-1)
prt(sabe-3, se-2)
root(ROOT-0, sabe-3)
