nsubj(era-2, Ele-1)
adpmod(pensou-6, sem-7)
dobj(entender-9, se-8)
adpcomp(sem-7, entender-9)
p(era-2, .-10)

mark(viu-3, Quando-1)
dobj(viu-3, se-2)
advcl(fazia-14, viu-3)
adpmod(viu-3, no-4)
adpobj(no-4, espelho-5)
p(pele-8, --6)
det(pele-8, a-7)
appos(espelho-5, pele-8)
amod(pele-8, trigueira-9)
adpmod(viu-3, pelos-10)
adpobj(pelos-10, banhos-11)
adpmod(banhos-11, de-12)
adpobj(de-12, sol-13)
root(ROOT-0, fazia-14)
xcomp(fazia-14, ressaltar-15)
det(flores-17, as-16)
nsubj(douradas-18, flores-17)
ccomp(ressaltar-15, douradas-18)
advmod(douradas-18, perto-19)
adpmod(perto-19, do-20)
adpobj(do-20, rosto-21)
adpmod(douradas-18, nos-22)
adpobj(nos-22, cabelos-23)
amod(cabelos-23, negros-24)
p(conteve-se-26, --25)
appos(cabelos-23, conteve-se-26)
adpmod(conteve-se-26, para-27)
neg(exclamar-29, não-28)
adpcomp(para-27, exclamar-29)
det(ah-31, um-30)
dobj(exclamar-29, ah-31)
p(fazia-14, !-32)

p(era-4, --1)
mark(era-4, pois-2)
nsubj(era-4, ela-3)
root(ROOT-0, era-4)
num(milhões-6, cinquenta-5)
num(unidades-8, milhões-6)
adp(unidades-8, de-7)
nsubj(era-4, unidades-8)
adpmod(unidades-8, de-9)
adpobj(de-9, gente-10)
amod(gente-10, linda-11)
p(era-4, .-12)

advmod(houve-2, Nunca-1)
root(ROOT-0, houve-2)
p(em-4, --3)
adpmod(houve-2, em-4)
det(passado-7, todo-5)
det(passado-7, o-6)
adpobj(em-4, passado-7)
adpmod(passado-7, do-8)
adpobj(do-8, mundo-9)
p(em-4, --10)
adpobj(em-4, alguém-11)
nsubj(fosse-13, que-12)
rcmod(alguém-11, fosse-13)
adpmod(fosse-13, como-14)
adpobj(como-14, ela-15)
p(houve-2, .-16)

root(ROOT-0, E-1)
advmod(E-1, depois-2)
adpmod(depois-2, em-3)
num(trilhões-5, três-4)
nsubj(haveria-12, trilhões-5)
adpmod(trilhões-5, de-6)
adpobj(de-6, trilhões-7)
adpmod(trilhões-7, de-8)
adpobj(de-8, anos-9)
p(haveria-12, --10)
neg(haveria-12, não-11)
adpcomp(em-3, haveria-12)
det(moça-14, uma-13)
dobj(haveria-12, moça-14)
advmod(haveria-12, exatamente-15)
adpmod(haveria-12, como-16)
adpobj(como-16, ela-17)
p(E-1, .-18)

nsubj(sou-2, Eu-1)
root(ROOT-0, sou-2)
nsubj(chama-4, uma-3)
ccomp(sou-2, chama-4)
acomp(chama-4, acesa-5)
p(sou-2, !-6)

cc(rebrilho-2, E-1)
root(ROOT-0, rebrilho-2)
cc(rebrilho-2, e-3)
conj(rebrilho-2, rebrilho-4)
det(escuridão-7, toda-5)
det(escuridão-7, essa-6)
dobj(rebrilho-4, escuridão-7)
p(rebrilho-2, !-8)

det(momento-2, Este-1)
nsubj(era-3, momento-2)
root(ROOT-0, era-3)
acomp(era-3, único-4)
p(era-3, ---5)
cc(era-3, e-6)
nsubj(teria-8, ela-7)
conj(era-3, teria-8)
adpmod(teria-8, durante-9)
det(vida-11, a-10)
adpobj(durante-9, vida-11)
appos(vida-11, milhares-12)
adpmod(milhares-12, de-13)
adpobj(de-13, momentos-14)
amod(momentos-14, únicos-15)
p(era-3, .-16)

mark(suou-2, Até-1)
advcl(dado-10, suou-2)
dobj(suou-2, frio-3)
adpmod(suou-2, na-4)
adpobj(na-4, testa-5)
adpmod(suou-2, por-6)
adpcomp(por-6, tanto-7)
iobj(dado-10, lhe-8)
auxpass(dado-10, ser-9)
root(ROOT-0, dado-10)
cc(dado-10, e-11)
adpmod(dado-10, por-12)
adpobj(por-12, ela-13)
advmod(tomado-15, avidamente-14)
partmod(ela-13, tomado-15)
p(dado-10, .-16)

det(beleza-2, A-1)
nsubj(levar-4, beleza-2)
aux(levar-4, pode-3)
root(ROOT-0, levar-4)
adpmod(levar-4, à-5)
adpobj(à-5, espécie-6)
adpmod(espécie-6, de-7)
adpobj(de-7, loucura-8)
nsubj(é-10, que-9)
rcmod(espécie-6, é-10)
det(paixão-12, a-11)
attr(é-10, paixão-12)
p(levar-4, .-13)

partmod(casada-4, Pensou-1)
p(Pensou-1, :-2)
aux(casada-4, estou-3)
root(ROOT-0, casada-4)
partmod(casada-4, tenho-5)
num(filhos-7, três-6)
nsubj(estou-8, filhos-7)
ccomp(tenho-5, estou-8)
acomp(estou-8, segura-9)
p(casada-4, .-10)

nsubj(tinha-2, Ela-1)
root(ROOT-0, tinha-2)
det(nome-4, um-3)
dobj(tinha-2, nome-4)
adpmod(nome-4, a-5)
adpcomp(a-5, preservar-6)
p(tinha-2, :-7)
parataxis(tinha-2, era-8)
attr(era-8, Carla-9)
adpmod(Carla-9, de-10)
adpobj(de-10, Sousa-11)
cc(Carla-9, e-12)
conj(Carla-9, Santos-13)
p(tinha-2, .-14)

root(ROOT-0, Eram-1)
acomp(Eram-1, importantes-2)
nsubj(importantes-2, o-3)
adpmod(o-3, de-4)
cc(de-4, e-5)
det(e-7, o-6)
conj(de-4, e-7)
p(e-7, :-8)
partmod(e-7, marcavam-9)
dobj(marcavam-9, classe-10)
cc(classe-10, e-11)
num(anos-13, quatrocentos-12)
conj(classe-10, anos-13)
adpmod(anos-13, de-14)
adpobj(de-14, carioca-15)
p(Eram-1, .-16)

root(ROOT-0, Vivia-1)
adpmod(Vivia-1, nas-2)
adpobj(nas-2, manadas-3)
adpmod(manadas-3, de-4)
adpobj(de-4, mulheres-5)
cc(Vivia-1, e-6)
conj(Vivia-1, homens-7)
dep(homens-7, que-8)
advmod(podiam-12, sim-9)
dep(podiam-12, que-10)
advmod(podiam-12, simplesmente-11)
prt(que-8, podiam-12)
p(podiam-12, .-13)

root(ROOT-0, Podiam-1)
det(quê-3, o-2)
dobj(Podiam-1, quê-3)
p(Podiam-1, ?-4)

advmod(podiam-3, Ora-1)
advmod(podiam-3, simplesmente-2)
root(ROOT-0, podiam-3)
p(podiam-3, .-4)

cc(por-3, E-1)
advmod(por-3, ainda-2)
root(ROOT-0, por-3)
adpobj(por-3, cima-4)
amod(cima-4, viscosos-5)
cc(por-3, pois-6)
mark(podia-9, que-7)
dobj(podia-9, o-8)
conj(por-3, podia-9)
adpmod(podia-9, deles-10)
partmod(podia-9, era-11)
advmod(oleado-13, bem-12)
acomp(era-11, oleado-13)
adpmod(era-11, nas-14)
adpobj(nas-14, máquinas-15)
nsubj(corriam-17, que-16)
rcmod(máquinas-15, corriam-17)
adpmod(corriam-17, sem-18)
adpobj(sem-18, barulho-19)
adpmod(barulho-19, de-20)
adpobj(de-20, metal-21)
amod(metal-21, ferrugento-22)
p(por-3, .-23)

root(ROOT-0, Ela-1)
nsubj(era-3, que-2)
rcmod(Ela-1, era-3)
det(potência-5, uma-4)
attr(era-3, potência-5)
p(Ela-1, .-6)

det(geração-2, Uma-1)
root(ROOT-0, geração-2)
adpmod(geração-2, de-3)
adpobj(de-3, energia-4)
amod(energia-4, elétrica-5)
p(geração-2, .-6)

root(ROOT-0, Ela-1)
dep(Ela-1, que-2)
adpmod(que-2, para-3)
adpcomp(para-3, descansar-4)
partmod(descansar-4, usava-5)
det(vinhedos-7, os-6)
dobj(usava-5, vinhedos-7)
adpmod(vinhedos-7, do-8)
poss(sítio-10, seu-9)
adpobj(do-8, sítio-10)
p(que-2, .-11)

root(ROOT-0, Possuía-1)
dobj(Possuía-1, tradições-2)
amod(tradições-2, podres-3)
cc(Possuía-1, mas-4)
conj(Possuía-1, de-5)
adpobj(de-5, pé-6)
p(Possuía-1, .-7)

cc(vigorava-19, E-1)
mark(havia-4, como-2)
neg(havia-4, não-3)
advcl(vigorava-19, havia-4)
det(critério-7, nenhum-5)
amod(critério-7, novo-6)
dobj(havia-4, critério-7)
mark(sustentar-9, para-8)
advcl(vigorava-19, sustentar-9)
det(vagas-11, as-10)
dobj(sustentar-9, vagas-11)
cc(vagas-11, e-12)
amod(esperanças-14, grandes-13)
conj(vagas-11, esperanças-14)
det(tradição-17, a-15)
amod(tradição-17, pesada-16)
nsubj(vigorava-19, tradição-17)
advmod(vigorava-19, ainda-18)
root(ROOT-0, vigorava-19)
p(vigorava-19, .-20)

root(ROOT-0, Tradição-1)
adpmod(Tradição-1, de-2)
adpobj(de-2, quê-3)
p(Tradição-1, ?-4)

root(ROOT-0, De-1)
adpobj(De-1, nada-2)
mark(quisesse-5, se-3)
prt(quisesse-5, se-4)
adpcomp(De-1, quisesse-5)
xcomp(quisesse-5, apurar-6)
p(De-1, .-7)

root(ROOT-0, Tinha-1)
adpmod(Tinha-1, a-2)
poss(favor-4, seu-3)
adpobj(a-2, favor-4)
advmod(fato-7, apenas-5)
det(fato-7, o-6)
appos(favor-4, fato-7)
adpmod(fato-7, de-8)
mark(tinham-12, que-9)
det(habitantes-11, os-10)
nsubj(tinham-12, habitantes-11)
adpcomp(de-8, tinham-12)
det(linhagem-15, uma-13)
amod(linhagem-15, longa-14)
dobj(tinham-12, linhagem-15)
advmod(tinham-12, atrás-16)
adpmod(atrás-16, de-17)
adpobj(de-17, si-18)
dobj(tinham-12, o-19)
adpobj(o-19, que-20)
mwe(de-22, apesar-21)
adpmod(bastava-25, de-22)
adpobj(de-22, linhagem-23)
amod(linhagem-23, plebeia-24)
rcmod(que-20, bastava-25)
mark(dar-28, para-26)
iobj(dar-28, lhes-27)
advcl(bastava-25, dar-28)
det(pose-31, uma-29)
amod(pose-31, certa-30)
dobj(dar-28, pose-31)
adpmod(pose-31, de-32)
adpobj(de-32, dignidade-33)
p(Tinha-1, .-34)

root(ROOT-0, Pensou-1)
advmod(Pensou-1, assim-2)
det(enovelada-4, toda-3)
dobj(Pensou-1, enovelada-4)
p(enovelada-4, :-5)
appos(enovelada-4, Ela-6)
nsubj(sendo-8, que-7)
rcmod(Ela-6, sendo-8)
attr(sendo-8, mulher-9)
appos(mulher-9, o-10)
nsubj(engraçado-14, que-11)
iobj(engraçado-14, lhe-12)
aux(engraçado-14, parecia-13)
rcmod(o-10, engraçado-14)
xcomp(engraçado-14, ser-15)
cc(ser-15, ou-16)
neg(sabia-19, não-17)
auxpass(sabia-19, ser-18)
conj(ser-15, sabia-19)
mark(fosse-22, que-20)
prt(fosse-22, se-21)
ccomp(sabia-19, fosse-22)
attr(fosse-22, homem-23)
advmod(seria-25, naturalmente-24)
csubj(fosse-22, seria-25)
amod(coisa-27, banqueiro-26)
attr(seria-25, coisa-27)
amod(coisa-27, normal-28)
nsubj(acontece-30, que-29)
rcmod(coisa-27, acontece-30)
mark(é-35, entre-31)
dep(é-35, os-32)
adpmod(é-35, dela-33)
nsubj(é-35, isto-34)
advcl(acontece-30, é-35)
adpmod(é-35, de-36)
poss(classe-38, sua-37)
adpobj(de-36, classe-38)
amod(classe-38, social-39)
adpmod(classe-38, à-40)
adpobj(à-40, qual-41)
det(marido-43, o-42)
attr(é-35, marido-43)
advmod(alcançara-45, porém-44)
partmod(marido-43, alcançara-45)
adpmod(alcançara-45, com-46)
det(trabalho-48, muito-47)
adpobj(com-46, trabalho-48)
cc(alcançara-45, e-49)
mark(man-56, que-50)
det(classificava-52, o-51)
nsubj(man-56, classificava-52)
adpmod(classificava-52, de-53)
num(made-55, self-54)
adpobj(de-53, made-55)
conj(alcançara-45, man-56)
mark(era-60, enquanto-57)
nsubj(era-60, ela-58)
neg(era-60, não-59)
advcl(man-56, era-60)
det(made-63, uma-61)
amod(made-63, self-62)
attr(era-60, made-63)
amod(made-63, woman-64)
p(Pensou-1, .-65)

adpmod(pareceu-lhe-6, No-1)
adpobj(No-1, fim-2)
adpmod(fim-2, do-3)
amod(pensamento-5, longo-4)
adpobj(do-3, pensamento-5)
root(ROOT-0, pareceu-lhe-6)
mark(pensara-11, que-7)
p(pensara-11, ---8)
nsubj(pensara-11, que-9)
neg(pensara-11, não-10)
ccomp(pareceu-lhe-6, pensara-11)
adpmod(pensara-11, em-12)
adpobj(em-12, nada-13)
p(pareceu-lhe-6, .-14)

det(homem-2, Um-1)
nsubj(parou-9, homem-2)
adpmod(homem-2, sem-3)
det(perna-5, uma-4)
adpobj(sem-3, perna-5)
partmod(perna-5, agarrando-se-6)
adpmod(agarrando-se-6, numa-7)
adpobj(numa-7, muleta-8)
root(ROOT-0, parou-9)
advmod(parou-9, diante-10)
adpmod(diante-10, dela-11)
cc(parou-9, e-12)
conj(parou-9, disse-13)
p(disse-13, :-14)
p(Moça-16, --15)
nsubj(dá-18, Moça-16)
iobj(dá-18, me-17)
parataxis(disse-13, dá-18)
det(dinheiro-20, um-19)
dobj(dá-18, dinheiro-20)
mark(comer-23, para-21)
nsubj(comer-23, eu-22)
advcl(dá-18, comer-23)
p(parou-9, ?-24)

root(ROOT-0, Socorro-1)
p(Socorro-1, !-2)

root(ROOT-0, gritou-se-1)
adpmod(gritou-se-1, para-2)
adpobj(para-2, si-3)
amod(si-3, mesma-4)
adpmod(mesma-4, ao-5)
adpcomp(ao-5, ver-6)
det(ferida-9, a-7)
amod(ferida-9, enorme-8)
xcomp(ver-6, ferida-9)
adpmod(ferida-9, na-10)
adpobj(na-10, perna-11)
adpmod(perna-11, do-12)
adpobj(do-12, homem-13)
p(gritou-se-1, .-14)

compmod(Deus-2, Socorreme-1)
nsubj(disse-3, Deus-2)
root(ROOT-0, disse-3)
acomp(disse-3, baixinho-4)
p(disse-3, .-5)

root(ROOT-0, Estava-1)
acomp(Estava-1, exposta-2)
nsubj(exposta-2, àquele-3)
amod(àquele-3, homem-4)
p(Estava-1, .-5)

root(ROOT-0, Estava-1)
advmod(exposta-3, completamente-2)
acomp(Estava-1, exposta-3)
p(Estava-1, .-4)

mark(marcado-3, Se-1)
aux(marcado-3, tivesse-2)
root(ROOT-0, marcado-3)
adpmod(marcado-3, com-4)
poss(José-6, seu-5)
adpobj(com-4, José-6)
adpmod(marcado-3, na-7)
adpobj(na-7, saída-8)
adpmod(saída-8, da-9)
compmod(Atlântica-11, Avenida-10)
adpobj(da-9, Atlântica-11)
det(hotel-13, o-12)
nsubjpass(marcado-3, hotel-13)
nsubj(ficava-15, que-14)
rcmod(hotel-13, ficava-15)
det(cabeleireiro-17, o-16)
nsubj(permitiria-19, cabeleireiro-17)
neg(permitiria-19, não-18)
parataxis(ficava-15, permitiria-19)
mark(aproximasse-24, que-20)
det(gente-22, essa-21)
nsubj(aproximasse-24, gente-22)
prt(aproximasse-24, se-23)
ccomp(permitiria-19, aproximasse-24)
p(marcado-3, .-25)

cc(era-6, Mas-1)
adpmod(era-6, na-2)
compmod(Copacabana-4, Avenida-3)
adpobj(na-2, Copacabana-4)
nsubj(era-6, tudo-5)
root(ROOT-0, era-6)
acomp(era-6, possível-7)
p(era-6, :-8)
parataxis(era-6, pessoas-9)
adpmod(pessoas-9, de-10)
det(espécie-13, toda-11)
det(espécie-13, a-12)
adpobj(de-10, espécie-13)
p(era-6, .-14)

root(ROOT-0, Pelo-1)
adpcomp(Pelo-1, menos-2)
adpmod(menos-2, de-3)
adpobj(de-3, espécie-4)
amod(espécie-4, diferente-5)
adpmod(espécie-4, da-6)
adpobj(da-6, dela-7)
p(Pelo-1, .-8)

root(ROOT-0, Da-1)
adpobj(Da-1, dela-2)
p(Da-1, ?-3)

det(espécie-2, Que-1)
nsubj(era-5, espécie-2)
adpmod(espécie-2, de-3)
adpobj(de-3, ela-4)
root(ROOT-0, era-5)
mark(ser-7, para-6)
advcl(era-5, ser-7)
attr(ser-7, `-8)
adpmod(`-8, da-9)
adpobj(da-9, dela-10)
p(ser-7, '-11)
p(era-5, ?-12)

root(ROOT-0, Ela-1)
p(outros-4, ---2)
det(outros-4, os-3)
appos(Ela-1, outros-4)
p(outros-4, .-5)

cc(separa-7, Mas-1)
cc(separa-7, mas-2)
det(morte-4, a-3)
nsubj(separa-7, morte-4)
neg(separa-7, não-5)
dobj(separa-7, nos-6)
root(ROOT-0, separa-7)
xcomp(separa-7, pensou-8)
adpmod(pensou-8, de-9)
adpobj(de-9, repente-10)
cc(pensou-8, e-11)
poss(rosto-13, seu-12)
nsubj(tomou-14, rosto-13)
conj(pensou-8, tomou-14)
dobj(tomou-14, ar-15)
adpmod(ar-15, de-16)
det(máscara-18, uma-17)
adpobj(de-16, máscara-18)
adpmod(máscara-18, de-19)
adpobj(de-19, beleza-20)
cc(pensou-8, e-21)
neg(beleza-23, não-22)
conj(pensou-8, beleza-23)
adpmod(beleza-23, de-24)
adpobj(de-24, gente-25)
p(beleza-23, :-26)
poss(cara-28, sua-27)
nsubj(endureceu-33, cara-28)
adpmod(cara-28, por-29)
det(momento-31, um-30)
adpobj(por-29, momento-31)
dobj(endureceu-33, se-32)
parataxis(beleza-23, endureceu-33)
p(separa-7, .-34)

root(ROOT-0, Pensamento-1)
adpmod(Pensamento-1, do-2)
adpobj(do-2, mendigo-3)
p(Pensamento-1, :-4)
det(dona-6, essa-5)
appos(Pensamento-1, dona-6)
adpmod(dona-6, de-7)
adpobj(de-7, cara-8)
partmod(dona-6, pintada-9)
adpmod(pintada-9, com-10)
adpobj(com-10, estrelinhas-11)
amod(estrelinhas-11, douradas-12)
adpmod(pintada-9, na-13)
adpobj(na-13, testa-14)
cc(pintada-9, ou-15)
neg(dá-18, não-16)
iobj(dá-18, me-17)
conj(pintada-9, dá-18)
cc(dá-18, ou-19)
dobj(dá-21, me-20)
conj(dá-18, dá-21)
advmod(pouco-23, muito-22)
advmod(dá-21, pouco-23)
p(Pensamento-1, .-24)

root(ROOT-0, Ocorreu-lhe-1)
advmod(Ocorreu-lhe-1, então-2)
det(pouco-4, um-3)
dobj(Ocorreu-lhe-1, pouco-4)
amod(pouco-4, cansado-5)
p(Ocorreu-lhe-1, :-6)
cc(Ocorreu-lhe-1, ou-7)
conj(Ocorreu-lhe-1, dá-8)
advmod(nada-10, quase-9)
dobj(dá-8, nada-10)
p(Ocorreu-lhe-1, .-11)

nsubj(espantada-2, Ela-1)
csubj(pensar-21, espantada-2)
p(espantada-2, :-3)
mark(andava-7, como-4)
advmod(andava-7, praticamente-5)
neg(andava-7, não-6)
advcl(era-11, andava-7)
adpmod(andava-7, na-8)
adpobj(na-8, rua-9)
p(andava-7, ---10)
parataxis(espantada-2, era-11)
adpmod(era-11, de-12)
adpobj(de-12, carro-13)
adpmod(carro-13, de-14)
adpobj(de-14, porta-15)
adpmod(era-11, à-16)
adpobj(à-16, porta-17)
p(era-11, ---18)
aux(pensar-21, chegou-19)
adp(pensar-21, a-20)
root(ROOT-0, pensar-21)
p(pensar-21, :-22)
nsubj(matar-26, ele-23)
aux(matar-26, vai-24)
dobj(matar-26, me-25)
parataxis(pensar-21, matar-26)
p(pensar-21, ?-27)

root(ROOT-0, Estava-1)
acomp(Estava-1, atarantada-2)
cc(Estava-1, e-3)
conj(Estava-1, perguntou-4)
p(perguntou-4, :-5)
p(é-8, --6)
advmod(é-8, Quanto-7)
ccomp(perguntou-4, é-8)
dep(é-8, que-9)
mark(dar-12, se-10)
aux(dar-12, costuma-11)
advcl(que-9, dar-12)
p(dar-12, ?-13)

p(respondeu-12, --1)
nsubj(respondeu-12, O-2)
dobj(dar-7, que-3)
det(pessoa-5, a-4)
nsubj(dar-7, pessoa-5)
aux(dar-7, pode-6)
rcmod(O-2, dar-7)
cc(dar-7, e-8)
conj(dar-7, quer-9)
xcomp(quer-9, dar-10)
p(respondeu-12, --11)
root(ROOT-0, respondeu-12)
det(mendigo-14, o-13)
dobj(respondeu-12, mendigo-14)
amod(mendigo-14, espantadíssimo-15)
p(respondeu-12, .-16)

root(ROOT-0, Ela-1)
nsubj(pagava-4, que-2)
neg(pagava-4, não-3)
rcmod(Ela-1, pagava-4)
det(salão-6, o-5)
dobj(pagava-4, salão-6)
adpmod(salão-6, de-7)
adpobj(de-7, beleza-8)
det(gerente-10, o-9)
dobj(pagava-4, gerente-10)
adpmod(gerente-10, deste-11)
adpobj(deste-11, mandava-12)
det(mês-14, cada-13)
nmod(mandava-12, mês-14)
poss(conta-16, sua-15)
dobj(pagava-4, conta-16)
adpmod(conta-16, para-17)
det(secretária-19, a-18)
adpobj(para-17, secretária-19)
adpmod(secretária-19, do-20)
adpobj(do-20, marido-21)
p(Ela-1, .-22)

root(ROOT-0, Marido-1)
p(Marido-1, .-2)

nsubj(pensou-2, Ela-1)
root(ROOT-0, pensou-2)
p(pensou-2, :-3)
det(marido-5, o-4)
dobj(pensou-2, marido-5)
appos(marido-5, o-6)
nsubj(faria-8, que-7)
rcmod(o-6, faria-8)
adpmod(faria-8, com-9)
det(mendigo-11, o-10)
adpobj(com-9, mendigo-11)
p(pensou-2, ?-12)

root(ROOT-0, Sabia-1)
dep(Sabia-1, que-2)
p(nada-4, :-3)
parataxis(que-2, nada-4)
p(nada-4, .-5)

nsubj(fazem-3, Eles-1)
neg(fazem-3, não-2)
root(ROOT-0, fazem-3)
dobj(fazem-3, nada-4)
p(fazem-3, .-5)

cc(era-5, E-1)
nsubj(era-5, ela-2)
p(era-5, ---3)
nsubj(era-5, ela-4)
root(ROOT-0, era-5)
attr(era-5, eles-6)
advmod(era-5, também-7)
p(era-5, .-8)

root(ROOT-0, Tudo-1)
dep(Tudo-1, o-2)
dobj(dar-5, que-3)
aux(dar-5, pode-4)
rcmod(o-2, dar-5)
p(Tudo-1, ?-6)

nsubj(dar-2, Podia-1)
csubj(dar-9, dar-2)
det(banco-4, o-3)
dobj(dar-2, banco-4)
adpmod(banco-4, do-5)
adpobj(do-5, marido-6)
aux(dar-9, poderia-7)
iobj(dar-9, lhe-8)
root(ROOT-0, dar-9)
poss(apartamento-11, seu-10)
dobj(dar-9, apartamento-11)
poss(casa-13, sua-12)
dobj(dar-9, casa-13)
adpmod(casa-13, de-14)
adpobj(de-14, campo-15)
poss(jóias-17, suas-16)
appos(casa-13, jóias-17)
p(dar-9, .-18)

root(ROOT-0, Mas-1)
det(coisa-3, alguma-2)
nsubj(Mas-1, coisa-3)
nsubj(era-5, que-4)
rcmod(coisa-3, era-5)
det(avareza-7, uma-6)
nsubj(perguntou-12, avareza-7)
adpmod(avareza-7, de-8)
det(mundo-11, todo-9)
det(mundo-11, o-10)
adpobj(de-8, mundo-11)
csubj(era-5, perguntou-12)
p(perguntou-12, :-13)
p(cruzeiros-16, --14)
det(cruzeiros-16, Quinhentos-15)
parataxis(perguntou-12, cruzeiros-16)
partmod(cruzeiros-16, basta-17)
p(Mas-1, ?-18)

root(ROOT-0, É-1)
advmod(o-3, só-2)
attr(É-1, o-3)
dobj(tenho-6, que-4)
nsubj(tenho-6, eu-5)
rcmod(o-3, tenho-6)
p(É-1, .-7)

det(olhou-a-3, O-1)
amod(olhou-a-3, mendigo-2)
root(ROOT-0, olhou-a-3)
amod(olhou-a-3, espantado-4)
p(olhou-a-3, .-5)

p(rindo-3, --1)
aux(rindo-3, Está-2)
root(ROOT-0, rindo-3)
adpmod(rindo-3, de-4)
adpobj(de-4, mim-5)
appos(mim-5, moça-6)
p(rindo-3, ?-7)

p(Eu-2, --1)
root(ROOT-0, Eu-2)
p(Eu-2, ?-3)

neg(estou-2, Não-1)
root(ROOT-0, estou-2)
neg(tenho-5, não-3)
nsubj(tenho-5, eu-4)
ccomp(estou-2, tenho-5)
advmod(tenho-5, mesmo-6)
det(quinhentos-8, os-7)
dobj(tenho-5, quinhentos-8)
adpmod(tenho-5, na-9)
adpobj(na-9, bolsa-10)
p(estou-2, .-11)

root(ROOT-0, Abriu-a-1)
dobj(Abriu-a-1, tirou-lhe-2)
adpmod(Abriu-a-1, a-3)
adpobj(a-3, nota-4)
cc(Abriu-a-1, e-5)
conj(Abriu-a-1, estendeu-a-6)
advmod(estendeu-a-6, humildemente-7)
adpmod(estendeu-a-6, ao-8)
adpobj(ao-8, homem-9)
advmod(pedindo-12, quase-10)
iobj(pedindo-12, lhe-11)
partmod(estendeu-a-6, pedindo-12)
dobj(pedindo-12, desculpas-13)
p(Abriu-a-1, .-14)

det(homem-2, O-1)
root(ROOT-0, homem-2)
amod(homem-2, perplexo-3)
p(homem-2, .-4)

cc(disse-13, E-1)
advmod(rindo-3, depois-2)
ccomp(disse-13, rindo-3)
partmod(rindo-3, mostrando-4)
det(gengivas-6, as-5)
dobj(mostrando-4, gengivas-6)
advmod(vazias-8, quase-7)
amod(gengivas-6, vazias-8)
p(rindo-3, :-9)
p(Olhe-11, --10)
nsubj(disse-13, Olhe-11)
p(Olhe-11, ---12)
root(ROOT-0, disse-13)
dobj(disse-13, ele-14)
p(ele-14, --15)
cc(ele-14, ou-16)
det(senhora-18, a-17)
nsubj(é-19, senhora-18)
conj(ele-14, é-19)
advmod(boa-21, muito-20)
acomp(é-19, boa-21)
cc(disse-13, ou-22)
neg(está-24, não-23)
conj(disse-13, está-24)
advmod(está-24, bem-25)
adpmod(bem-25, da-26)
adpobj(da-26, cabeça-27)
p(disse-13, .-28)

mark(aceito-2, Mas-1)
advcl(vá-4, aceito-2)
neg(vá-4, não-3)
root(ROOT-0, vá-4)
xcomp(vá-4, dizer-5)
advmod(dizer-5, depois-6)
mark(roubei-8, que-7)
advcl(acreditar-12, roubei-8)
nsubj(acreditar-12, ninguém-9)
aux(acreditar-12, vai-10)
dobj(acreditar-12, me-11)
ccomp(dizer-5, acreditar-12)
p(vá-4, .-13)

root(ROOT-0, Era-1)
acomp(Era-1, melhor-2)
dobj(dar-4, me-3)
csubj(Era-1, dar-4)
dobj(dar-4, trocado-5)
p(Era-1, .-6)

p(trocado-5, --1)
nsubj(trocado-5, Eu-2)
neg(trocado-5, não-3)
aux(trocado-5, tenho-4)
root(ROOT-0, trocado-5)
advmod(tenho-7, só-6)
ccomp(trocado-5, tenho-7)
det(nota-9, essa-8)
dobj(tenho-7, nota-9)
adpmod(nota-9, de-10)
adpobj(de-10, quinhentos-11)
p(trocado-5, .-12)

det(homem-2, O-1)
nsubj(pareceu-3, homem-2)
ccomp(disse-5, pareceu-3)
advmod(disse-5, assustar-se-4)
root(ROOT-0, disse-5)
det(coisa-7, qualquer-6)
nsubj(disse-5, coisa-7)
advmod(incompreensível-9, quase-8)
amod(coisa-7, incompreensível-9)
adpmod(disse-5, por-10)
adpobj(por-10, causa-11)
adpmod(causa-11, da-12)
amod(dicção-14, má-13)
adpobj(da-12, dicção-14)
adpmod(dicção-14, de-15)
det(dentes-17, poucos-16)
adpobj(de-15, dentes-17)
p(disse-5, .-18)

adpmod(pensava-6, Enquanto-1)
adpobj(Enquanto-1, isso-2)
det(cabeça-4, a-3)
nsubj(pensava-6, cabeça-4)
poss(cabeça-4, dele-5)
root(ROOT-0, pensava-6)
p(pensava-6, :-7)
dobj(pensava-6, comida-8)
appos(comida-8, comida-9)
appos(comida-9, comida-10)
amod(dinheiro-12, boa-11)
appos(comida-10, dinheiro-12)
appos(dinheiro-12, dinheiro-13)
p(pensava-6, .-14)

det(cabeça-2, A-1)
nsubj(era-4, cabeça-2)
poss(cabeça-2, dela-3)
root(ROOT-0, era-4)
attr(era-4, cheia-5)
adpmod(cheia-5, de-6)
adpobj(de-6, festas-7)
compmod(festas-9, festas-8)
appos(festas-7, festas-9)
p(era-4, .-10)

root(ROOT-0, Festejando-1)
det(quê-3, o-2)
dobj(Festejando-1, quê-3)
p(Festejando-1, ?-4)

root(ROOT-0, Festejando-1)
dobj(ferida-3, a-2)
ccomp(Festejando-1, ferida-3)
acomp(ferida-3, alheia-4)
p(Festejando-1, ?-5)

det(coisa-2, Uma-1)
root(ROOT-0, coisa-2)
det(unia-4, os-3)
appos(coisa-2, unia-4)
p(unia-4, :-5)
nsubj(tinham-7, ambos-6)
