det(apito-2, O-1)
dobj(vira-6, Badaró-8)
adpmod(Badaró-8, de-9)
adpobj(de-9, botas-10)
cc(vira-6, e-11)
conj(vira-6, esporas-12)
partmod(esporas-12, andando-13)
adpmod(andando-13, pelas-14)
adpobj(pelas-14, ruas-15)
adpmod(ruas-15, de-16)
adpobj(de-16, Tabocas-17)
partmod(vira-6, saindo-18)
adpmod(saindo-18, da-19)
adpobj(da-19, loja-20)
adpmod(loja-20, de-21)
adpobj(de-21, ferragens-22)
adpmod(ferragens-22, de-23)
adpobj(de-23, Azevedo-24)
p(vira-6, .-25)

root(ROOT-0, Sorriu-1)
acomp(Sorriu-1, satisfeito-2)
partmod(Sorriu-1, demorou-3)
partmod(demorou-3, olhando-4)
det(figura-6, a-5)
dobj(olhando-4, figura-6)
amod(figura-6, nervosa-7)
adpmod(figura-6, do-8)
adpobj(do-8, inimigo-9)
p(Sorriu-1, .-10)

det(hora-3, A-1)
det(hora-3, esta-2)
nmod(andando-10, hora-3)
det(cabra-5, o-4)
nsubj(andando-10, cabra-5)
dobj(mandara-8, que-6)
nsubj(mandara-8, ele-7)
rcmod(cabra-5, mandara-8)
aux(andando-10, estaria-9)
root(ROOT-0, andando-10)
adpmod(andando-10, para-11)
det(tocaia-13, a-12)
adpobj(para-11, tocaia-13)
adpmod(andando-10, no-14)
adpobj(no-14, caminho-15)
adpmod(caminho-15, de-16)
adpobj(de-16, Ferradas-17)
p(andando-10, .-18)

root(ROOT-0, Custara-1)
adpmod(Custara-1, ao-2)
compmod(Virgílio-4, Dr.-3)
adpobj(ao-2, Virgílio-4)
xcomp(Custara-1, decidir-5)
p(Custara-1, .-6)

nsubj(gostava-2, Horácio-1)
root(ROOT-0, gostava-2)
adpmod(gostava-2, do-3)
adpobj(do-3, advogado-4)
cc(gostava-2, e-5)
conj(gostava-2, estava-6)
acomp(estava-6, certo-7)
adpmod(estava-6, de-8)
mark(prestava-11, que-9)
iobj(prestava-11, lhe-10)
adpcomp(de-8, prestava-11)
det(favor-14, um-12)
amod(favor-14, verdadeiro-13)
dobj(prestava-11, favor-14)
mark(dar-17, ao-15)
iobj(dar-17, lhe-16)
advcl(prestava-11, dar-17)
det(fama-19, a-18)
dobj(dar-17, fama-19)
adpmod(dar-17, sem-20)
det(perigos-22, os-21)
adpobj(sem-20, perigos-22)
adpmod(perigos-22, da-23)
adpobj(da-23, liquidação-24)
adpmod(liquidação-24, de-25)
compmod(Badaró-27, Juca-26)
adpobj(de-25, Badaró-27)
p(gostava-2, .-28)

root(ROOT-0, Saiu-1)
adpmod(Saiu-1, da-2)
adpobj(da-2, janela-3)
mark(cumprimentar-5, para-4)
advcl(Saiu-1, cumprimentar-5)
det(mulher-7, a-6)
dobj(cumprimentar-5, mulher-7)
adpmod(mulher-7, de-8)
compmod(Mãozinha-10, Sílvio-9)
adpobj(de-8, Mãozinha-10)
appos(Mãozinha-10, dona-11)
adpmod(dona-11, de-12)
det(propriedade-15, uma-13)
amod(propriedade-15, pequena-14)
adpobj(de-12, propriedade-15)
adpmod(propriedade-15, para-16)
det(lados-18, os-17)
adpobj(para-16, lados-18)
adpmod(lados-18, de-19)
adpobj(de-19, Palestina-20)
appos(propriedade-15, um-21)
adpmod(um-21, dos-22)
adpobj(dos-22, braços-23)
amod(braços-23, fortes-24)
adpmod(braços-23, de-25)
adpobj(de-25, Horácio-26)
adpmod(um-21, naquela-27)
adpobj(naquela-27, zona-28)
p(Saiu-1, .-29)

det(mulher-2, A-1)
nsubj(vinha-3, mulher-2)
root(ROOT-0, vinha-3)
adpmod(vinha-3, em-4)
adpobj(em-4, busca-5)
adpmod(busca-5, do-6)
compmod(Jessé-8, Dr.-7)
adpobj(do-6, Jessé-8)
aux(baixado-10, havia-9)
partmod(vinha-3, baixado-10)
adpmod(baixado-10, da-11)
adpobj(da-11, roça-12)
adpmod(baixado-10, nesse-13)
adpobj(nesse-13, dia-14)
partmod(baixado-10, trazendo-15)
det(marido-17, o-16)
dobj(trazendo-15, marido-17)
nsubj(consumia-20, que-18)
dobj(consumia-20, se-19)
rcmod(marido-17, consumia-20)
adpmod(consumia-20, de-21)
adpobj(de-21, febre-22)
p(vinha-3, .-23)

root(ROOT-0, Paravam-1)
adpmod(Paravam-1, na-2)
adpobj(na-2, casinha-3)
nsubj(possuíam-5, que-4)
rcmod(casinha-3, possuíam-5)
adpmod(possuíam-5, do-6)
det(lado-8, outro-7)
adpobj(do-6, lado-8)
adpmod(lado-8, do-9)
adpobj(do-9, rio-10)
p(Paravam-1, .-11)

det(mulher-2, A-1)
nsubj(estava-3, mulher-2)
root(ROOT-0, estava-3)
acomp(estava-3, alarmada-4)
adpmod(alarmada-4, com-5)
det(estado-7, o-6)
adpobj(com-5, estado-7)
adpmod(estado-7, do-8)
adpobj(do-8, marido-9)
p(estava-3, .-10)

nsubj(montar-9, Fora-1)
partmod(Fora-1, preciso-2)
dobj(preciso-2, traze-lo-3)
adpmod(preciso-2, numa-4)
adpobj(numa-4, rede-5)
appos(rede-5, Sílvio-6)
neg(montar-9, não-7)
aux(montar-9, aguentara-8)
root(ROOT-0, montar-9)
p(montar-9, .-10)

nsubj(acompanhou-2, Horácio-1)
root(ROOT-0, acompanhou-2)
det(Jessé-5, o-3)
compmod(Jessé-5, Dr.-4)
dobj(acompanhou-2, Jessé-5)
partmod(acompanhou-2, ajudou-6)
adpmod(ajudou-6, a-7)
adpcomp(a-7, suspender-8)
det(doente-10, o-9)
xcomp(suspender-8, doente-10)
adpmod(doente-10, na-11)
adpobj(na-11, cama-12)
cc(doente-10, enquanto-13)
det(médico-15, o-14)
conj(doente-10, médico-15)
amod(médico-15, examinava-16)
p(acompanhou-2, .-17)

root(ROOT-0, Ofereceu-1)
poss(préstimos-3, seus-2)
dobj(Ofereceu-1, préstimos-3)
adpmod(Ofereceu-1, à-4)
adpobj(à-4, mulher-5)
partmod(Ofereceu-1, perguntou-6)
mark(precisava-10, se-7)
nsubj(precisava-10, ela-8)
neg(precisava-10, não-9)
ccomp(perguntou-6, precisava-10)
adpmod(precisava-10, de-11)
adpobj(de-11, dinheiro-12)
p(Ofereceu-1, .-13)

compmod(Jessé-2, Dr.-1)
nsubj(sabia-3, Jessé-2)
root(ROOT-0, sabia-3)
mark(era-6, que-4)
nsubj(era-6, Horácio-5)
ccomp(sabia-3, era-6)
acomp(era-6, amável-7)
adpmod(amável-7, com-8)
poss(eleitores-10, seus-9)
adpobj(com-8, eleitores-10)
adpmod(eleitores-10, com-11)
poss(amigos-13, seus-12)
adpobj(com-11, amigos-13)
cc(era-6, mas-14)
conj(era-6, achava-15)
mark(exagerando-21, que-16)
adpmod(exagerando-21, nesse-17)
adpobj(nesse-17, dia-18)
nsubj(exagerando-21, ele-19)
aux(exagerando-21, estava-20)
ccomp(achava-15, exagerando-21)
p(sabia-3, .-22)

dep(quis-7, Pois-1)
prt(quis-7, se-2)
det(coronel-4, o-3)
nsubj(quis-7, coronel-4)
advmod(quis-7, até-5)
neg(quis-7, não-6)
root(ROOT-0, quis-7)
csubj(ajudando-10, sair-8)
aux(ajudando-10, ficou-9)
ccomp(quis-7, ajudando-10)
det(mulher-12, a-11)
dobj(ajudando-10, mulher-12)
adpmod(ajudando-10, a-13)
adpmod(a-13, por-14)
det(urinol-16, o-15)
adpobj(por-14, urinol-16)
adpmod(por-14, para-17)
det(mudar-lhe-21, o-18)
amod(mudar-lhe-21, doente-19)
det(mudar-lhe-21, a-20)
adpobj(para-17, mudar-lhe-21)
adpmod(mudar-lhe-21, a-22)
adpobj(a-22, roupa-23)
amod(roupa-23, pegajosa-24)
adpmod(roupa-23, de-25)
adpobj(de-25, suor-26)
adpmod(para-17, a-27)
iobj(dar-29, lhe-28)
adpcomp(a-27, dar-29)
dobj(dar-29, remédios-30)
nsubj(buscar-34, que-31)
aux(buscar-34, haviam-32)
adp(buscar-34, mandado-33)
rcmod(remédios-30, buscar-34)
adpmod(buscar-34, na-35)
adpobj(na-35, farmácia-36)
p(quis-7, !-37)

mark(sair-2, Ao-1)
root(ROOT-0, sair-2)
compmod(Jessé-4, Dr.-3)
nsubj(puxou-5, Jessé-4)
xcomp(sair-2, puxou-5)
det(coronel-7, o-6)
dobj(puxou-5, coronel-7)
mark(avisou-12, para-8)
det(lado-10, um-9)
nsubj(avisou-12, lado-10)
iobj(avisou-12, lhe-11)
advcl(puxou-5, avisou-12)
p(puxou-5, :-13)
p(É-15, --14)
parataxis(puxou-5, É-15)
det(caso-17, um-16)
attr(É-15, caso-17)
amod(caso-17, perdido-18)
p(sair-2, .-19)

p(diga-4, --1)
neg(diga-4, Não-2)
dobj(diga-4, me-3)
root(ROOT-0, diga-4)
p(diga-4, .-5)
p(diga-4, .-6)

det(médico-2, O-1)
nsubj(tinha-4, médico-2)
neg(tinha-4, não-3)
root(ROOT-0, tinha-4)
dobj(tinha-4, esperança-5)
p(tinha-4, :-6)
p(febre-9, --7)
nsubj(febre-9, Essa-8)
parataxis(tinha-4, febre-9)
mark(atalha-13, se-10)
neg(atalha-13, não-11)
dobj(atalha-13, se-12)
advcl(adianta-16, atalha-13)
advmod(adianta-16, logo-14)
neg(adianta-16, não-15)
ccomp(febre-9, adianta-16)
p(tinha-4, .-17)

nsubj(passa-3, Ele-1)
neg(passa-3, não-2)
root(ROOT-0, passa-3)
adpmod(passa-3, de-4)
adpcomp(de-4, hoje-5)
p(passa-3, .-6)
p(passa-3, .-7)

cc(vir-5, E-1)
det(senhor-3, o-2)
nsubj(vir-5, senhor-3)
aux(vir-5, deve-4)
root(ROOT-0, vir-5)
adpmod(vir-5, comigo-6)
cc(vir-5, e-7)
conj(vir-5, tomar-8)
det(banho-10, um-9)
dobj(tomar-8, banho-10)
partmod(banho-10, lavar-11)
det(mãos-13, as-12)
dobj(lavar-11, mãos-13)
adpmod(lavar-11, com-14)
adpobj(com-14, álcool-15)
p(vir-5, .-16)

det(febre-2, Essa-1)
nsubj(brinca-4, febre-2)
neg(brinca-4, não-3)
root(ROOT-0, brinca-4)
mark(pegar-6, para-5)
advcl(brinca-4, pegar-6)
p(brinca-4, .-7)

cc(rira-3, Mas-1)
nsubj(rira-3, Horácio-2)
root(ROOT-0, rira-3)
cc(rira-3, e-4)
dobj(demorara-6, se-5)
conj(rira-3, demorara-6)
adpmod(demorara-6, na-7)
adpobj(na-7, casa-8)
adpmod(casa-8, de-9)
adpobj(de-9, Sílvio-10)
adpmod(rira-3, até-11)
det(hora-13, a-12)
adpobj(até-11, hora-13)
adpmod(hora-13, do-14)
adpobj(do-14, jantar-15)
partmod(rira-3, prometendo-16)
xcomp(prometendo-16, voltar-17)
advmod(voltar-17, depois-18)
p(rira-3, .-19)

cc(é-8, E-1)
advmod(antes-3, só-2)
mwe(de-4, antes-3)
mark(sentar-5, de-4)
advcl(é-8, sentar-5)
adpmod(sentar-5, à-6)
adpobj(à-6, mesa-7)
root(ROOT-0, é-8)
mark(lavou-10, que-9)
csubj(é-8, lavou-10)
det(mãos-12, as-11)
dobj(lavou-10, mãos-12)
partmod(lavou-10, rindo-13)
adpmod(rindo-13, dos-14)
adpobj(dos-14, receios-15)
adpmod(receios-15, do-16)
compmod(Jessé-18, Dr.-17)
adpobj(do-16, Jessé-18)
partmod(lavou-10, dizendo-19)
mark(respeitava-24, que-20)
det(febre-22, a-21)
nsubj(respeitava-24, febre-22)
dobj(respeitava-24, o-23)
ccomp(dizendo-19, respeitava-24)
p(é-8, .-25)

compmod(Jessé-2, Dr.-1)
nsubj(demorou-4, Jessé-2)
dobj(demorou-4, se-3)
root(ROOT-0, demorou-4)
adpmod(demorou-4, em-5)
adpobj(em-5, explicações-6)
amod(explicações-6, científicas-7)
nsubj(era-11, aquela-8)
nsubj(era-11, febre-9)
partmod(febre-9, desconhecida-10)
advcl(demorou-4, era-11)
attr(era-11, uma-12)
adpmod(uma-12, das-13)
poss(preocupações-15, suas-14)
adpobj(das-13, preocupações-15)
p(demorou-4, .-16)

nsubj(remédio-7, Matava-1)
adpmod(Matava-1, em-2)
det(dias-4, poucos-3)
adpobj(em-2, dias-4)
neg(remédio-7, não-5)
aux(remédio-7, havia-6)
root(ROOT-0, remédio-7)
adpmod(remédio-7, para-8)
adpobj(para-8, ela-9)
p(remédio-7, .-10)

cc(alterava-3, Mas-1)
nsubj(alterava-3, nada-2)
root(ROOT-0, alterava-3)
det(alegria-5, a-4)
dobj(alterava-3, alegria-5)
adpmod(alegria-5, de-6)
adpobj(de-6, Horácio-7)
adpmod(alterava-3, nessa-8)
adpobj(nessa-8, noite-9)
p(alterava-3, .-10)

advmod(alegre-2, Tão-1)
amod(estava-3, alegre-2)
root(ROOT-0, estava-3)
mark(voltou-5, que-4)
csubj(estava-3, voltou-5)
adpmod(voltou-5, à-6)
adpobj(à-6, casa-7)
adpmod(casa-7, de-8)
adpobj(de-8, Sílvio-9)
adpmod(voltou-5, para-10)
adpcomp(para-10, ajudar-11)
adpmod(ajudar-11, ao-12)
adpcomp(ao-12, doente-13)
p(estava-3, .-14)

cc(foi-2, E-1)
root(ROOT-0, foi-2)
attr(foi-2, ele-3)
nsubj(veio-5, quem-4)
rcmod(ele-3, veio-5)
partmod(veio-5, correndo-6)
xcomp(correndo-6, chamar-7)
det(Jessé-10, o-8)
compmod(Jessé-10, Dr.-9)
dobj(chamar-7, Jessé-10)
adpmod(chamar-7, na-11)
adpobj(na-11, hora-12)
adpmod(entrou-17, em-13)
adpobj(em-13, que-14)
det(homem-16, o-15)
nsubj(entrou-17, homem-16)
ccomp(chamar-7, entrou-17)
adpmod(entrou-17, em-18)
adpobj(em-18, agonia-19)
p(foi-2, .-20)

adpmod(avisou-3, No-1)
adpobj(No-1, caminho-2)
root(ROOT-0, avisou-3)
adpmod(avisou-3, ao-4)
adpobj(ao-4, padre-5)
p(avisou-3, .-6)

mark(chegaram-2, Quando-1)
advcl(estava-5, chegaram-2)
nsubj(estava-5, Sílvio-3)
advmod(estava-5, já-4)
root(ROOT-0, estava-5)
acomp(estava-5, morto-6)
det(mulher-8, a-7)
nsubj(chorava-9, mulher-8)
partmod(morto-6, chorava-9)
adpmod(chorava-9, pelos-10)
adpobj(pelos-10, cantos-11)
p(estava-5, .-12)

nsubj(lembrou-3, Horácio-1)
prt(lembrou-3, se-2)
root(ROOT-0, lembrou-3)
mark(estaria-10, que-4)
adpmod(estaria-10, àquela-5)
adpobj(àquela-5, hora-6)
compmod(Badaró-8, Juca-7)
appos(hora-6, Badaró-8)
advmod(estaria-10, já-9)
ccomp(lembrou-3, estaria-10)
advmod(morto-12, também-11)
acomp(estaria-10, morto-12)
partmod(morto-12, estirado-13)
adpmod(estirado-13, na-14)
adpobj(na-14, estrada-15)
det(olhos-17, os-16)
dobj(estirado-13, olhos-17)
amod(olhos-17, abertos-18)
cc(abertos-18, e-19)
conj(abertos-18, fixos-20)
adpmod(estirado-13, como-21)
adpobj(como-21, os-22)
adpmod(os-22, de-23)
adpobj(de-23, Sílvio-24)
p(lembrou-3, .-25)

root(ROOT-0, Ofereceu-1)
adpmod(Ofereceu-1, à-2)
adpobj(à-2, viúva-3)
xcomp(Ofereceu-1, pagar-4)
det(despesas-6, as-5)
dobj(pagar-4, despesas-6)
adpmod(despesas-6, do-7)
adpobj(do-7, enterro-8)
cc(Ofereceu-1, e-9)
conj(Ofereceu-1, ajudou-10)
adpmod(ajudou-10, a-11)
adpcomp(a-11, mudar-12)
det(roupa-14, a-13)
dobj(mudar-12, roupa-14)
adpmod(roupa-14, do-15)
adpcomp(do-15, morto-16)
p(Ofereceu-1, .-17)

cc(é-4, Mas-1)
det(verdade-3, a-2)
attr(é-4, verdade-3)
root(ROOT-0, é-4)
mark(alegrava-8, que-5)
nsubj(alegrava-8, Horácio-6)
prt(alegrava-8, se-7)
csubj(é-4, alegrava-8)
adpmod(alegrava-8, sem-9)
adpobj(sem-9, motivo-10)
cc(alegrava-8, e-11)
nsubj(sofria-13, Virgílio-12)
conj(alegrava-8, sofria-13)
advmod(sofria-13, também-14)
adpmod(sofria-13, sem-15)
adpobj(sem-15, motivo-16)
p(é-4, .-17)

det(motivo-2, O-1)
nsubj(ficado-17, motivo-2)
adpmod(ficado-17, dessa-3)
adpobj(dessa-3, alegria-4)
cc(dessa-3, e-5)
conj(dessa-3, desse-6)
adpobj(desse-6, sofrimento-7)
compmod(Badaró-9, Juca-8)
appos(sofrimento-7, Badaró-9)
nsubj(ficado-17, cavalgava-10)
adpmod(cavalgava-10, para-11)
det(fazenda-13, a-12)
adpobj(para-11, fazenda-13)
adpmod(cavalgava-10, na-14)
adpobj(na-14, estrada-15)
aux(ficado-17, tinha-16)
root(ROOT-0, ficado-17)
det(cadáver-19, o-18)
dobj(ficado-17, cadáver-19)
adpmod(cadáver-19, do-20)
adpobj(do-20, homem-21)
nsubj(fora-23, que-22)
rcmod(homem-21, fora-23)
dobj(fora-23, esperá-lo-24)
adpmod(fora-23, na-25)
adpobj(na-25, tocaia-26)
p(ficado-17, .-27)

cc(dobrado-2, E-1)
root(ROOT-0, dobrado-2)
adpmod(dobrado-2, no-3)
adpobj(no-3, burro-4)
nsubj(montava-6, que-5)
rcmod(burro-4, montava-6)
cc(dobrado-2, e-7)
mark(levado-10, que-8)
auxpass(levado-10, era-9)
advcl(ia-15, levado-10)
adpmod(levado-10, pela-11)
adpobj(pela-11, rédea-12)
adpmod(levado-10, por-13)
adpobj(por-13, Virgílio-14)
conj(dobrado-2, ia-15)
compmod(Vítor-17, António-16)
dobj(ia-15, Vítor-17)
partmod(Vítor-17, ferido-18)
mark(salvara-20, que-19)
ccomp(ferido-18, salvara-20)
adpmod(salvara-20, pela-21)
amod(vez-23, segunda-22)
adpobj(pela-21, vez-23)
det(vida-25, a-24)
dobj(salvara-20, vida-25)
adpmod(vida-25, do-26)
poss(patrão-28, seu-27)
adpobj(do-26, patrão-28)
p(dobrado-2, .-29)

root(ROOT-0, Desta-1)
adpobj(Desta-1, vez-2)
adpmod(Desta-1, por-3)
adpobj(por-3, acaso-4)
p(Desta-1, .-5)

mark(preparava-7, Quando-1)
advmod(preparava-7, já-2)
det(cabra-4, o-3)
nsubj(preparava-7, cabra-4)
adpmod(cabra-4, na-5)
adpobj(na-5, tocaia-6)
root(ROOT-0, preparava-7)
det(repetição-10, a-8)
poss(repetição-10, sua-9)
dobj(preparava-7, repetição-10)
adpmod(repetição-10, para-11)
det(tiro-13, o-12)
adpobj(para-11, tiro-13)
det(ouvido-15, o-14)
dobj(preparava-7, ouvido-15)
amod(ouvido-15, atento-16)
adpmod(ouvido-15, aos-17)
adpobj(aos-17, passos-18)
adpmod(passos-18, da-19)
adpobj(da-19, cavalhada-20)
nsubj(aproximava-23, que-21)
prt(aproximava-23, se-22)
rcmod(cavalhada-20, aproximava-23)
det(olhos-25, os-24)
dobj(aproximava-23, olhos-25)
amod(olhos-25, fitos-26)
adpmod(aproximava-23, no-27)
adpobj(no-27, cavaleiro-28)
nsubj(vinha-30, que-29)
rcmod(cavaleiro-28, vinha-30)
adpmod(vinha-30, na-31)
adpobj(na-31, frente-32)
cc(vinha-30, e-33)
adpmod(reconhecera-37, em-34)
adpobj(em-34, quem-35)
nsubj(reconhecera-37, ele-36)
conj(vinha-30, reconhecera-37)
compmod(Badaró-39, Juca-38)
dobj(reconhecera-37, Badaró-39)
mark(levar-44, quando-40)
det(homem-42, o-41)
nsubj(levar-44, homem-42)
aux(levar-44, ia-43)
advcl(reconhecera-37, levar-44)
det(repetição-46, a-45)
dobj(levar-44, repetição-46)
adpmod(levar-44, ao-47)
adpobj(ao-47, ombro-48)
mark(firmar-50, para-49)
advcl(levar-44, firmar-50)
det(pontaria-52, a-51)
nsubj(percebera-55, pontaria-52)
compmod(Vítor-54, António-53)
appos(pontaria-52, Vítor-54)
xcomp(firmar-50, percebera-55)
det(rumor-57, um-56)
dobj(percebera-55, rumor-57)
amod(rumor-57, levíssimo-58)
adpmod(percebera-55, ao-59)
adpobj(ao-59, lado-60)
adpmod(lado-60, da-61)
adpobj(da-61, estrada-62)
cc(firmar-50, e-63)
conj(firmar-50, pensando-64)
mark(fosse-66, que-65)
ccomp(pensando-64, fosse-66)
det(paca-68, alguma-67)
nsubj(dirigiu-72, paca-68)
cc(paca-68, ou-69)
det(tatu-71, algum-70)
conj(paca-68, tatu-71)
xcomp(fosse-66, dirigiu-72)
det(burro-74, o-73)
dobj(dirigiu-72, burro-74)
adpmod(dirigiu-72, para-75)
adpcomp(para-75, dentro-76)
adpmod(dentro-76, do-77)
adpobj(do-77, roçado-78)
det(revólver-80, o-79)
dobj(dirigiu-72, revólver-80)
adpmod(dirigiu-72, na-81)
adpobj(na-81, mão-82)
mark(levar-84, para-83)
advcl(dirigiu-72, levar-84)
det(caça-86, a-85)
dobj(levar-84, caça-86)
amod(caça-86, morta-87)
adpmod(caça-86, de-88)
adpobj(de-88, presente-89)
adpmod(presente-89, para-90)
adpobj(para-90, DonAna-91)
p(preparava-7, .-92)

root(ROOT-0, Viu-1)
det(cabra-3, o-2)
nsubj(levantando-4, cabra-3)
partmod(Viu-1, levantando-4)
det(arma-6, a-5)
dobj(levantando-4, arma-6)
p(Viu-1, .-7)

root(ROOT-0, Atirou-1)
advmod(Atirou-1, imediatamente-2)
cc(Atirou-1, mas-3)
conj(Atirou-1, errou-4)
p(Atirou-1, .-5)

det(homem-2, O-1)
nsubj(voltou-4, homem-2)
prt(voltou-4, se-3)
root(ROOT-0, voltou-4)
advmod(voltou-4, então-5)
adpmod(voltou-4, para-6)
adpobj(para-6, ele-7)
cc(voltou-4, e-8)
conj(voltou-4, acertou-9)
det(tiro-11, o-10)
dobj(acertou-9, tiro-11)
adpmod(acertou-9, na-12)
adpobj(na-12, perna-13)
adpmod(perna-13, de-14)
compmod(Vítor-16, António-15)
adpobj(de-14, Vítor-16)
nsubj(recebeu-21, que-17)
advmod(recebeu-21, só-18)
neg(recebeu-21, não-19)
dobj(recebeu-21, o-20)
rcmod(Vítor-16, recebeu-21)
adpmod(recebeu-21, no-22)
adpobj(no-22, peito-23)
mark(saltando-26, porque-24)
aux(saltando-26, estava-25)
advcl(acertou-9, saltando-26)
adpmod(saltando-26, do-27)
adpobj(do-27, burro-28)
p(voltou-4, .-29)

adpmod(aproximaram-10, Com-1)
det(ruído-3, o-2)
adpobj(Com-1, ruído-3)
adpmod(ruído-3, dos-4)
adpobj(dos-4, tiros-5)
appos(tiros-5, Juca-6)
cc(Juca-6, e-7)
conj(Juca-6, Viriato-8)
dobj(aproximaram-10, se-9)
root(ROOT-0, aproximaram-10)
cc(aproximaram-10, e-11)
det(cabra-13, o-12)
nsubj(teve-15, cabra-13)
neg(teve-15, não-14)
conj(aproximaram-10, teve-15)
dobj(teve-15, tempo-16)
adpmod(tempo-16, de-17)
adpcomp(de-17, fugir-18)
p(aproximaram-10, .-19)

mwe(de-2, Antes-1)
root(ROOT-0, de-2)
adpobj(de-2, matá-lo-3)
cc(de-2, e-4)
advmod(mesmo-6, antes-5)
conj(de-2, mesmo-6)
adpmod(mesmo-6, de-7)
adpcomp(de-7, atender-8)
det(Juca-12, a-9)
compmod(Juca-12, António-10)
compmod(Juca-12, Vítor-11)
nsubj(apertou-13, Juca-12)
xcomp(atender-8, apertou-13)
det(homem-15, o-14)
dobj(apertou-13, homem-15)
adpmod(apertou-13, com-16)
adpobj(com-16, perguntas-17)
p(apertou-13, :-18)
p(Diga-20, --19)
parataxis(apertou-13, Diga-20)
nsubj(foi-22, quem-21)
rcmod(Diga-20, foi-22)
cc(foi-22, e-23)
nsubj(ir-27, eu-24)
nsubj(ir-27, lhe-25)
aux(ir-27, deixo-26)
conj(foi-22, ir-27)
adpmod(ir-27, em-28)
adpobj(em-28, paz-29)
p(de-2, .-30)

det(cabra-2, O-1)
nsubj(confessou-3, cabra-2)
root(ROOT-0, confessou-3)
p(confessou-3, :-4)
p(Foi-6, --5)
parataxis(confessou-3, Foi-6)
compmod(Virgílio-8, Dr.-7)
attr(Foi-6, Virgílio-8)
advmod(coronel-11, mais-9)
det(coronel-11, o-10)
appos(Virgílio-8, coronel-11)
appos(coronel-11, Horácio-12)
p(confessou-3, .-13)

mark(afastava-5, Quando-1)
nsubj(afastava-5, ele-2)
advmod(afastava-5, já-3)
prt(afastava-5, se-4)
advcl(suspendeu-7, afastava-5)
nsubj(suspendeu-7, Viriato-6)
root(ROOT-0, suspendeu-7)
det(repetição-9, a-8)
dobj(suspendeu-7, repetição-9)
det(clarão-11, o-10)
nsubj(iluminou-14, clarão-11)
adpmod(clarão-11, do-12)
adpobj(do-12, tiro-13)
parataxis(suspendeu-7, iluminou-14)
det(noite-16, a-15)
dobj(iluminou-14, noite-16)
det(homem-18, o-17)
nsubj(caiu-19, homem-18)
parataxis(iluminou-14, caiu-19)
adpmod(caiu-19, para-20)
det(frente-22, a-21)
adpobj(para-20, frente-22)
p(suspendeu-7, .-23)

root(ROOT-0, Juca-1)
nsubj(amarrando-4, que-2)
aux(amarrando-4, estava-3)
rcmod(Juca-1, amarrando-4)
det(perna-6, a-5)
dobj(amarrando-4, perna-6)
adpmod(perna-6, de-7)
compmod(Vítor-9, António-8)
adpobj(de-7, Vítor-9)
adpmod(amarrando-4, com-10)
det(trapo-12, um-11)
adpobj(com-10, trapo-12)
amod(trapo-12, arrancado-13)
adpmod(trapo-12, da-14)
poss(camisa-17, sua-15)
amod(camisa-17, própria-16)
adpobj(da-14, camisa-17)
adpmod(camisa-17, de-18)
adpobj(de-18, seda-19)
mark(ouvir-21, ao-20)
advcl(levantou-25, ouvir-21)
det(tiro-23, o-22)
dobj(ouvir-21, tiro-23)
dobj(levantou-25, se-24)
advcl(amarrando-4, levantou-25)
p(levantou-25, :-26)
p(disse-29, --27)
nsubj(disse-29, Não-28)
parataxis(levantou-25, disse-29)
mark(ir-33, que-30)
nsubj(ir-33, ele-31)
aux(ir-33, podia-32)
ccomp(disse-29, ir-33)
adpmod(ir-33, em-34)
adpobj(em-34, paz-35)
p(Juca-1, ?-36)

p(gritou-2, --1)
root(ROOT-0, gritou-2)
acomp(gritou-2, irritado-3)
p(gritou-2, .-4)

nsubj(desculpou-3, Viriato-1)
prt(desculpou-3, se-2)
root(ROOT-0, desculpou-3)
p(desculpou-3, :-4)
p(desculpou-3, --5)
cc(--5, E-6)
attr(E-6, um-7)
adpmod(um-7, de-8)
advmod(patrão-10, menos-9)
adpobj(de-8, patrão-10)
p(E-6, .-11)

p(ensinar-5, --1)
nsubj(ensinar-5, Eu-2)
advmod(ensinar-5, devia-3)
iobj(ensinar-5, lhe-4)
root(ROOT-0, ensinar-5)
adpmod(ensinar-5, a-6)
dobj(obedecer-8, me-7)
adpcomp(a-6, obedecer-8)
p(ensinar-5, .-9)

mark(digo-3, Quando-1)
nsubj(digo-3, eu-2)
advcl(é-6, digo-3)
det(coisa-5, uma-4)
dobj(digo-3, coisa-5)
root(ROOT-0, é-6)
mark(feita-10, para-7)
nsubjpass(feita-10, ela-8)
auxpass(feita-10, ser-9)
advcl(é-6, feita-10)
p(é-6, .-11)

nsubj(volta-6, Palavra-1)
adpmod(Palavra-1, de-2)
compmod(Badaró-4, Juca-3)
adpobj(de-2, Badaró-4)
neg(volta-6, não-5)
root(ROOT-0, volta-6)
advmod(volta-6, atrás-7)
p(volta-6, .-8)

nsubj(baixou-2, Viriato-1)
root(ROOT-0, baixou-2)
det(cabeça-4, a-3)
dobj(baixou-2, cabeça-4)
adpmod(baixou-2, sem-5)
adpcomp(sem-5, responder-6)
p(baixou-2, .-7)

root(ROOT-0, Andaram-1)
adpmod(Andaram-1, até-2)
det(homem-4, o-3)
adpobj(até-2, homem-4)
nsubj(morrer-8, ele-5)
